"ID_Word_I";"Word";"TypeOfWord";"Artikel_ref";"Nature_ref";"Sentence";"F-translation";"DateEntryWord";"DateSource";"Source_ref";"TitleOfArticle";"Definition_I";"RandomNumber";"CounterWord";"CumulWord";"Gramm"
162;"règgere";;;0;"L´esempio che segue illustra un circolo vizioso messo in moto dai pensieri.
Leggete sul giornale che una persona della vostra età è morta di un infarto. Pensate: ""Potrei morire anch´io di un infarto. Il mio cuore non potrà reggere a molti altri attacchi ";"vt. 1. (sorreggere) soutenir
vi. 1. résister: - alla fatica
2. soutenir, supporter: non - al paragone";11.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
163;"frattèmpo";;;0;"L´esempio che segue illustra un circolo vizioso messo in moto dai pensieri.
Leggete sul giornale che una persona della vostra età è morta di un infarto. Pensate: ""Potrei morire anch´io di un infarto. Il mio cuore non potrà reggere a molti altri attacchi ";"(solo in loc. avv.) 
1. en attendant, pendant ce temps, entre-temps
nel - visiterò la città";11.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
164;"rispecchiàre";;;0;"Come ci hanno poi riferito, quasi tutti questi soggetti hanno sofferto durante l´esperimento uno stato di grande ansia - rispecchiato peraltro anche dall´aumento della pressione arteriosa e dall´autentica accelerazione del polso.";"vtr. (pr e fig) refléter";11.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
165;"in sede di";;;0;"Una causa del lungo disinteresse per la sindrome di panico in sede di ricerca e di prassi terapeutica potrebbe aver a che fare con lo scarso successo dei corrispondenti approcci di trattamento.";"au moment, pendant; in - di esami";11.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
166;"pràssi";;"la";0;"Una causa del lungo disinteresse per la sindrome di panico in sede di ricerca e di prassi terapeutica potrebbe aver a che fare con lo scarso successo dei corrispondenti approcci di trattamento.";"1. (filos.) la praxis
2. la pratique";11.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
167;"scàrso";;;0;"Una causa del lungo disinteresse per la sindrome di panico in sede di ricerca e di prassi terapeutica potrebbe aver a che fare con lo scarso successo dei corrispondenti approcci di trattamento.";"agg. 1. maigre: scarse risorse
2. (insufficiente) insuffisant";11.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
168;"affrettàre";;;0;"Quello delle ""sette"" religiose è un argomento complesso, spesso oggetto di pregiudizi e valutazioni affrettate. Nelle pagine seguenti si tenterà di inquadrare il problema definendone i contorni, spesso sfuggenti e contraddittori.";"vt. 1. hater, presser, précipiter: - la partenza
2. accélérer: - i lavori";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Le sette: storie di ""straordinaria follia""?";;1,00;0,00;0,00;0
169;"inquadràre";;;0;"Quello delle ""sette"" religiose è un argomento complesso, spesso oggetto di pregiudizi e valutazioni affrettate. Nelle pagine seguenti si tenterà di inquadrare il problema definendone i contorni, spesso sfuggenti e contraddittori.";"vt. 1. (anche mil.) encadrer: - una foto
2. (fig) situer: - un autore nel suo tempo";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Le sette: storie di ""straordinaria follia""?";;1,00;0,00;0,00;0
170;"stabilìre";;;0;"È difficile stabilire in molti casi dove finisca la setta e inizi il movimento religioso, e se il termine setta con il suo significato denigratorio sia usato per invalidare forme di culto inconsuete o minoritarie.";"vt. 1. établir, fixer: - la propia dimora in un luogo
2. décider: stabilì di andarsene";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Le sette: storie di ""straordinaria follia""?";;1,00;0,00;0,00;0
171;"smarrìre";;;0;"Tutto questo fa dei movimenti religiosi, vecchi o nuovi, radicali o sincretisti che siano, un arcipelago complicato entro cui è facile smarrirsi anche per lo psicologo, soprattutto se culturalmente alieno e sociologicamente impreparato.";"vt. perdre, égarer; (fig) - la strada
vi pron se perdre, s´égarer, se paumer";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Le sette: storie di ""straordinaria follia""?";;1,00;0,00;0,00;0
172;"corrèdo";;"il";0;"Non basta il corredo biologico a creare un bambino prodigio: quello che conta è la ""co-incidenza"" tra speciali attitudini innate, una famiglia sensibile e ricettiva, e un´epoca storica culturalmente propizia.";"1. le trousseau: - da sposa
2. le matériel: - di un ufficio
3. (fig: di nozioni) le bagage";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
173;"compàrsa";;"la";0;"Secondo questa teoria, per produrre un bambino prodigio è necessaria una rara combinazione di eventi: ""È la convergenza fortuita di inclinazioni individuali altamente specifiche con una specifica ricettività ambientale a permettere la comparsa di un bambi";"l´apparition 
2. (cine, teatro etc.) le figurant, le comparse";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
174;"padroneggiàre";;;0;"I bambini prodigio hanno, secondo Feldman, un dono naturale per assimilare e padroneggiare un qualche specifico campo del sapere.";"vt. 1. maîtriser: - i propi sentimenti
2. (fig. conoscere a fondo) posséder à fond";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
175;"rispondènza";;"la";0;"La rispondenza fra una certa disciplina e un talento individuale non basta però a garantire la comparsa del prodigio: risultati fuori dell´ordinario non si ottengono senza uno sforzo notevole da parte del bambino, per quanto dotato sia.";"1. la correspondance
2. (ripercussione) la répercussion";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
176;"allevàre";;;0;"Allevare un bambino prodigio ""esige una quantità di energia, impegno, sensibilità e pazienza superiore a quella che possiede la maggior parte di noi"".";"vt. 1. élever: - un bambino
2. (di animali, a scopo di sfruttamento) faire l´élevage de";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
177;"inaridìre";;;0;"Anche quando un talento eccezionale si manifesta e trova incoraggiamento nei genitori, può inaridirsi se la società non lo sostiene.";"vt. 1 (anche fig) dessécher: il calore gli inaridiva la gola
2. épuiser: - il terreno
3. tarir, dessécher: - una sorgente";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
178;"intréccio";;"l´";0;"Il bambino, il suo campo d´elezione, la famiglia e la società devono trovare esattamente la giusta corrispondenza per produrre un prodigio. L´improbabilità di un tale sottile intreccio di forze spiega perché lo sviluppo di un bambino prodigio sia un event";"1. le tressage
2. l´entrelacement
3. (fig) l´intrigue";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
179;"ravvicinàre";;;0;"La teoria di Feldman, che parte dallo studio ravvicinato e accurato di talenti estremamente specializzati, rimanda indirettamente e quasi inevitabilmente a un interrogativo del genere. Che accadrebbe, in altre parole, ai bambini in generale quando fossero";"vt. (pr e fig) rapprocher
v. rifl. (pr e fig) se rapprocher (de): ravvicinarsi alla famiglia";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
180;"rimandàre";;;0;"La teoria di Feldman, che parte dallo studio ravvicinato e accurato di talenti estremamente specializzati, rimanda indirettamente e quasi inevitabilmente a un interrogativo del genere. Che accadrebbe, in altre parole, ai bambini in generale quando fossero";"vt. 1. renvoyer: - la palla
2. renvoyer, différer, repousser";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"Quando la natura fa centro";;1,00;0,00;0,00;0
181;"incanalàre";;;0;"Le cose ci aiutano ad incanalare l´energia psichica verso scopi che danno senso alla vita. Aiutano a perfezionare le competenze e a plasmare l´identità di chi le usa. Da qualche indizio sembra che le persone che si curano poco degli oggetti non si curino ";"vt. canaliser: - il traffico
vi pron. 1. se canaliser 2. se diriger";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
182;"plasmàre";;;0;"Le cose ci aiutano ad incanalare l´energia psichica verso scopi che danno senso alla vita. Aiutano a perfezionare le competenze e a plasmare l´identità di chi le usa. Da qualche indizio sembra che le persone che si curano poco degli oggetti non si curino ";"vt. 1. modeler, pétrir
2. (fig) façonner, former";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
183;"curàre";;;0;"Le cose ci aiutano ad incanalare l´energia psichica verso scopi che danno senso alla vita. Aiutano a perfezionare le competenze e a plasmare l´identità di chi le usa. Da qualche indizio sembra che le persone che si curano poco degli oggetti non si curino ";"vt. 1. soigner: - un malato
2. soigner, avoir soin de, prendre soin (de): - i propi interessi
3. veiller (à): curate che non manchi nulla";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
184;"prégio";;"il";0;"Un avvocato che nel corso della sua vita aveva accumulato in casa molti oggetti di pregio ne parlava generalemente con indifferenza. Ma quando gli fu chiesto quale fosse l´oggetto più strettamente suo tacque un momento e poi invitò l´intervistatrice a sce";"1. (valore) la valeur: è roba di poco -
2. la qualité: i pregi letterari di un´opera
3. (merito) le mérite";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
185;"tacére";;;0;"Un avvocato che nel corso della sua vita aveva accumulato in casa molti oggetti di pregio ne parlava generalemente con indifferenza. Ma quando gli fu chiesto quale fosse l´oggetto più strettamente suo tacque un momento e poi invitò l´intervistatrice a sce";"vi. 1. se taire: abbiamo taciuto troppo
2. passer sous silence, ne rien dire: sull´incidente, i giornali tacciono";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
186;"seminterràto";;"il";0;"Un avvocato che nel corso della sua vita aveva accumulato in casa molti oggetti di pregio ne parlava generalemente con indifferenza. Ma quando gli fu chiesto quale fosse l´oggetto più strettamente suo tacque un momento e poi invitò l´intervistatrice a sce";"le sous-sol";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
187;"sèggiola";;"la";0;"Ecco per esempio come ci ha spiegato un adolescente la sua scelta del tavolo e delle sedie di cucina come oggetti speciali: ""Perché mi ci siedo, ci gioco, ci mangio, ci faccio un sacco di cose con le seggiole e il tavolo.""";"la chaise";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
188;"sconvòlto";;;0;"Molti di loro (medici, avvocati..) nell´intervista hanno manifestato un vero terrore all´idea di esser privati dei supporti tangibili della loro identità professionale: ""Sarebbe tremendo. Sarei sconvolto senza i libri. Non riuscirei più a sentirmi a posto";"agg. 1. bouleversé; 
2. (devastato) ravagé";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
189;"mangianàstri";;"il";0;"Un quinto dei soggetti ha indicato fra le cose predilette lo stereo o il mangianastri. Qui l´età faceva una grandissima differenza: il 46% dei ragazzi contro il 18% dei genitori e appena il 6% dei nonni.";"le magnétocassette, le magnétophone à cassettes";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
190;"sbalzo";;"lo";0;"La musica quindi sembra avere l´effetto di modulare le emozioni, di compensare i sentimenti negativi. L´importanza di questa funzione è grande nell´adolescenza, quando gli sbalzi d´umore sono decisamente maggiori che nell´adulto.";"1. le bond, la secousse, la saccade
2. (fig) l´écart";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
191;"annèttere";;;0;"Quanto agli apparecchi televisivi, gli uomini li citavano più delle donne (29% contro il 14%). La generazione più giovane era quella che vi annetteva il maggior significato (37%), seguita dagli anziani (23%).
Spesso le ragioni fornite per giustificare l´";"vt. 1. rattacher: - un magazzino alla fabbrica
2. joindre, unir: - un foglio a una lettera
3. (fig) attribuer: - importanza a q.";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
192;"sfumatura";;"la";0;"Quanto agli apparecchi televisivi, gli uomini li citavano più delle donne (29% contro il 14%). La generazione più giovane era quella che vi annetteva il maggior significato (37%), seguita dagli anziani (23%).
Spesso le ragioni fornite per giustificare l´";"1. (anche fig) la nuance
2. (acconc.) la coupe";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
193;"gòffo";;;0;"L´esempio che più ci ha colpiti è quello di una donna che ha mostrato all´intervistatrice, quale oggetto per lei specialissimo, un´orribile statuetta cromata che riproduceva goffamente la Venere di Milo.";"agg. gauche, maladroit, emprunté";12.5.1996 00:00:00;1.9.1991 00:00:00;2;"I segreti delle cose";;1,00;0,00;0,00;0
194;"incantésimo";;"l´";0;"Il volgersi di molti alla magia, al misticismo e all´irrazionale è criticato spesso come una regressione, una fuga dalla realtà. Ma davvero la magia è solo un falso incantesimo per individui infantili e disturbati? Non potrebbe forse aprirci un varco alla";"1. l´enchantement
2. (fig) l´incantation, le charme: l´- di una dolce melodia";;;;;;1,00;0,00;0,00;0
195;"vàrco";;"il";0;"Il volgersi di molti alla magia, al misticismo e all´irrazionale è criticato spesso come una regressione, una fuga dalla realtà. Ma davvero la magia è solo un falso incantesimo per individui infantili e disturbati? Non potrebbe forse aprirci un varco alla";"le passage: aprirsi un -";;;0;;;1,00;0,00;0,00;0
196;"vòlgere";;;0;"Il volgersi di molti alla magia, al misticismo e all´irrazionale è criticato spesso come una regressione, una fuga dalla realtà. Ma davvero la magia è solo un falso incantesimo per individui infantili e disturbati? Non potrebbe forse aprirci un varco alla";"vt. 1. lever: - gli occhi al cielo
2. (fig) porter: - la propia attenzione a q., a qc.
3. tourner, détourner: - il pensiero a q.";;;0;;;1,00;0,00;0,00;0
197;"pungènte";;;0;"Un uomo con una lunga veste fluente è in piedi in una stanza semibuia, tappezzata di veluto rosso. A una certa distanza davanti a lui c´è un tavolo montato come un altare: da un incensiere sale un fumo pungente, dall´odore penetrante.";"agg. 1. pointu, acéré, piquant
2. (fig) piquant, vif, cuisant: un freddo -";;;0;;;1,00;0,00;0,00;0
198;"fluènte";;;0;"Un uomo con una lunga veste fluente è in piedi in una stanza semibuia, tappezzata di veluto rosso. A una certa distanza davanti a lui c´è un tavolo montato come un altare: da un incensiere sale un fumo pungente, dall´odore penetrante.";"agg. 1. flottant: capelli fluenti
2. coulant: stile -";;;0;;;1,00;0,00;0,00;0
199;"bùio";;;0;"Un uomo con una lunga veste fluente è in piedi in una stanza semibuia, tappezzata di veluto rosso. A una certa distanza davanti a lui c´è un tavolo mntato come un altare: da un incensiere sale un fumo pungente, dall´odore penetrante.";"agg. sombre, obscur: una viuzza buia une ruelle sombre";;;0;;;1,00;0,00;0,00;0
200;"assòrto";;;0;"Con la spada l´uomo ha tracciato intorno a sé un cerchio immaginario. Ora assume un atteggiamento assorto nella contemplazione. Lo si ode mormorare parole misteriose, ripetendo sempre le stesse sillabe.";"agg. 1. absorbé, plongé: essere - nella lettura
2. pensif, rêveur";;;0;;;1,00;0,00;0,00;0
201;"fragóre";;"il";0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"le fracas";;;0;;;1,00;0,00;0,00;0
202;"afferràre";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"vt. 1. saisir, agripper: - q. per il braccio
2. (fig) saisir: - l´occasione
3. (fig) saisir, appréhender: - il significato d´una frase";;;0;;;1,00;0,00;0,00;0
203;"sguainàre";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"vt. dégainer: - la spada";;;0;;;1,00;0,00;0,00;0
204;"selvàggio";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"agg. sauvage";;;0;;;1,00;0,00;0,00;0
205;"scoppiàre";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"vi. 1. (pr e fig) crever: è scoppiata una gomma; mangiare fino a -
2. (pr e fig) éclater: è scoppiato un incendio; se non lo dico scoppio";;;0;;;1,00;0,00;0,00;0
206;"spalla";;"la";0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"1. l´épaule; (fig) prendersi qc sulle spalle; (fig) vivere alle spalle di q. 
2. le dos: parlare dietro le spalle di q.";;;0;;;1,00;0,00;0,00;0
207;"colmàre";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"vt. remplir jusqu´au bord
2. (fig) combler, remplir: la notizia gli ha colmato il cuore di gioia
3. combler: - q. di gentilezze";;;0;;;1,00;0,00;0,00;0
208;"scòrrere";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"vi. 1. (pr e fig) couler: fai - l´acqua; una phrase che scorre bene
2. (scivolare) glisser
3. (di tempo) s´écouler";;;0;;;1,00;0,00;0,00;0
209;"rintracciàre";;;0;"Avete osservato che cosa succedeva dentro di voi mentre stavate leggendo la descrizione del rituale magico?
Prendetevi un momento di tempo e cercate di rintracciare le vostre reazioni: potrebbero chiarirvi l´atteggiamento che avete verso l´irrazionale.";"vt. 1. dépister: - il colpevole
2. retrouver, joindre: non so dove rintracciarlo
3. (scoprire) découvrir";14.5.1996 00:00:00;;0;;;1,00;0,00;0,00;0
210;"improntàre";;;0;"Le risposte di tipo storico-sociologico a questa domanda non mancano, per lo più improntate a un giudizio negativo. La tendenza a rivolgersi verso l´irrazionale sarebbe una reazione di paura e di fuga di fronte agli insolubili problemi sociopolitici, all´";"vt. imprimer: - un sigillo nella cera
2. (fig) empreindre: - il volto a tristezza";;;0;;;1,00;0,00;0,00;0
211;"l´inquinaménto";;;0;"Le risposte di tipo storico-sociologico a questa domanda non mancano, per lo più improntate a un giudizio negativo. La tendenza a rivolgersi verso l´irrazionale sarebbe una reazione di paura e di fuga di fronte agli insolubili problemi sociopolitici, all´";"la pollution";;;0;;;1,00;0,00;0,00;0
212;"trascuràre";;;0;"Queste argomentazioni possono essere in buona parte giuste, ma trascurano il fatto che i nuovi paradigmi cominciano sempre là dove meno ci si aspetta.
Rivolgersi all´irrazionale significa solo fuggire dalle responsabilità politico-sociali?";"vt. négliger: - la famiglia
2. (dimenticare) oublier, omettre
3. (fig) mépriser: - i particolari";;;0;;;1,00;0,00;0,00;0
213;"purché";;;0;"Mitologia, magia, mistica e meditazione non potrebbero aprirci vie d´accesso a una più adeguata comprensione della realtà e dinamica della psiche, purché le liberiamo dei loro accessori acritici, infantili e superstiziosi?";"1. cong. (in prop. condiz. con il v. al congiunt.)
pourvu que, à condition que
ti apetterò - tu faccia presto";;;0;;;1,00;0,00;0,00;0
214;"rigoglioso";;;0;"L´uomo moderno vive nel contesto di relazioni magiche molto più di quanto non creda. Non si intende con questo parlare dei residui, pur ancora rigogliosi, delle vecchie superstizioni, degli usi e costumi magici e religiosi, ma della normale vita quotidian";"agg. 1. vigoureux
2. (di vegetazione) exubérant, luxuriant
3. (fig) florissant: industria rigogliosa";;;0;;;1,00;0,00;0,00;0
215;"sovrappórre";;;0;"Alla maggior parte dei nostri rapporti interpersonali si sovrappongono magicamente immagini che ,ad esempio, attribuiscono al partner pregi o difetti dei nostri genitori, o ci fanno apparire i superiori nelle vesti dei severi inseganti che abbiamo conosci";"vt. 1. superposer
2. (fig) faire prévaloir";;;0;;;1,00;0,00;0,00;0
216;"prègio";;"il";0;"Alla maggior parte dei nostri rapporti interpersonali si sovrappongono magicamente immagini che ,ad esempio, attribuiscono al partner pregi o difetti dei nostri genitori, o ci fanno apparire i superiori nelle vesti dei severi inseganti che abbiamo conosci";"1. (valore) la valeur: è roba di poco -
2. (qualità) la qualité: i pregi letterari di un´opera
3. (merito) le mérite: farsi un - di qc.";;;0;;;1,00;0,00;0,00;0
217;"repentàglio";;"il";0;"Ogni trasformazione o pericolo che minacci questi oggetti carichi di valore magico può quindi mettere gravemente a repentaglio i nostro senso d´identità.";"le danger: mettere a - la propia vita";;;0;;;1,00;0,00;0,00;0
218;"caricàre";;;0;"Ogni trasformazione o pericolo che minacci questi oggetti carichi di valore magico può quindi mettere gravemente a repentaglio i nostro senso d´identità.";"vt. 1. charger: - i bagagli sul treno
2. embarquer: - i passeggeri sull´areo";;;0;;;1,00;0,00;0,00;0
219;"apprendiménto";;"l´";0;"Una teoria e terapia psicologica che parta dall´idea che fattori archetipici come sesso, aggressione, sentimenti d´inferiorità... altro non siano che acquisizioni degli apprendimenti individuali, e quindi modificabili a piacere, porta alla rimozione dell´";"1. l´étude: l´- del francese
2. l´apprentissage: l´- di un mestiere";;;0;;;1,00;0,00;0,00;0
220;"rimozióne";;"la";0;"Una teoria e terapia psicologica che parta dall´idea che fattori archetipici come sesso, aggressione, sentimenti d´inferiorità... altro non siano che acquisizioni degli apprendimenti individuali, e quindi modificabili a piacere, porta alla rimozione dell´";"1. le déplacement
2. la levée: (fig) la - di un ostacolo 
3. (destituzione) la destitution";;;0;;;1,00;0,00;0,00;0
