ID_Joke;RandomNumber;Word1;Word2;Word3;Word4;Joke;CounterJokes;CumulJoke;DateEntry;RF_Language;RF_Source;language
140;161;Manneskraft;Phosphorpräparat;;;"Kommt Herr Trautwein zum Arzt und klagt:
""Herr Doktor, meine Manneskraft läßt zu wünschen übrig, können Sie mir nicht ein Mittel geben?""
""Ich werde Ihnen ein Phosphorpräparat verschreiben"", meint der Arzt.
""Nun, damit wir uns richtig verstehen, Herr Doktor, ich will nicht, daß er leuchtet.""";0;1;15.01.1996 00:00;1;7;d
164;371;Toilenttenpapiers;Arsch;farbenblind;;"In der Materialbeschaffungsstelle der Klinik diskutieren die Sachbearbeiter über die Farbe des anzuschaffenden Toilettenpapiers.
Der eine stimmt für rotes und der andere für grün-geblümtes. 
Da meint der dritte:
""Es tut mir leid, meine Herren - Sie mögen das frivol finden, aber mein Arsch ist farbenblind!""";0;5;28.01.1996 00:00;1;7;d
163;341;Apothekerin;traümen;;;"""So, da bin ich schon wieder"", sagt Herr Fränzel zu der jungen, hübschen Apothekerin.
""Können Sie denn immer noch nicht schlaffen?""
""Nein, das ist es eben. Ich träume dauernd von Ihnen, aber immer wieder anders. Und deswegen bin ich gekommen, um zu sehen, wie Sie wirklich sind.""";0;6;28.01.1996 00:00;1;7;d
162;387;Pfarrer;Hoffnung;;;"Bei der Hochzeitszeremonie wendet sich der Pfarrer an die Braut:
""Und nun zu Ihnen, liebe Braut. Daß Sie stark im Glauben sind, das hoffen wir. Daß Sie stark in der Liebe sind, das wissen wir. Und daß Sie stark in der Hoffnung sind, das sehen wir.""";0;2;28.01.1996 00:00;1;7;d
161;161;78jährige Patientin;Jungfrau;;;"Der praktische Arzt hat die 78jährige Patientin Frau Walmroth wegen Unterleibsschmerzen an einen Gynäkologen überwiesen. Nach der Untersuchung stellt dieser überrascht fest, daß sie noch Jungfrau ist.
""Sagen Sie, Frau Walmroth, waren Sie nicht verheiratet?""
""Schon, schon, Herr Doktor, sogar dreimal! Zum erstenmal mit einem Architekten, der immer nur plante, zum zweitenmal mit einem Musiker, der nur spielte, und zum drittenmal mit einem Maurer, der immer sagte, wir fangen morgen an -  bis er starb. """;0;1;28.01.1996 00:00;1;7;d
159;379;Bauer;Kondome;;;"Nachdem in zehn Ehejahren in der Bauernfamilie zehn Kinder zur Welt gekommen waren, ging der Bauer zum Arzt, um sich beraten zu lassen.
""Ja, mein Lieber, Sie scheinen hinter dem Mond zu leben"", meinte der Arzt und verschrieb ihm für alle Fälle eine Großpackung Kondome.
Als der Abend kam, rief seine Frau ungeduldig im Bett:
""Väterchen, wo bleibst du denn?""
""Das verdammte Zeug, was mir der Arzt verschrieben hat"", fluchte der Bauer von nebenan, ""49 habe ich drüber, aber der 50. geht nicht drauf!""";0;4;28.01.1996 00:00;1;7;d
139;161;Gynäkologe;Kinderzimmer;;;"Nachdem der Gynäkologe die junge Patientin untersucht hatte, fragte er:
""Was ist Ihr Mann von Beruf?""
""Architekt.""
""Interessant. Er hat bei Ihnen den Grundstein für ein Kinderzimmer gelegt.""";0;3;15.01.1996 00:00;1;7;d
150;304;Moped;Dackel;regnen;;"Ein junger Mann saust auf einem Moped an der psychiatrischen Klinik vorbei. Plötzlich läuft ihm ein Dackel in den Weg. Ein Stoß, und der arme Hund fliegt in einem hohen Bogen über die Anstaltsmauer. Dort gehen zwei Patienten spazieren. Der eine schaut auf und sagt: "" Es wird regnen; die Dackel fliegen heute so niedrig.""";0;3;21.01.1996 00:00;1;7;d
151;213;Maske;Operationstisch;;;"""Nehmen Sie ruhig die Maske ab, Herr Doktor"", sagt der Patient auf dem Operationstisch"" ich habe Sie längst erkannt !""";0;1;21.01.1996 00:00;1;7;d
135;175;Kopfschmerzen;Heiligenschein;;;"Der Patient macht einen niedergeschlagenen Eindruck und klagt über große Kopfschmerzen. Der Arzt untersucht ihn zuerst und fragt dann: ""Rauchen Sie viel?""
""Aber nein, Herr Doktor, keine einzige Zigarette.""
""Und wie ist es mit dem Trinken?""
""Um Gottes willen, wo denken Sie hin?""
""Ja, und Frauengeschichten?""
""Aber ich bitte Sie, Herr Doktor, für was halten Sie mich denn!""
""Wenn ich es mir so richtig überlege"" sagt der Arzt grüblerisch, ""dann wird es nur daran liegen, daß Ihr Heiligenschein zu eng sitzt.""";0;1;12.01.1996 00:00;1;7;d
136;175;Medizinstudent;Zettel;Nachbarin;;"Im Hörsaal schiebt ein verliebter Medizinstudent seiner Nachbarin einen Zettel zu:
""Willst Du dasselbe wie ich?""
Sie schiebt den Zettel mit ihrer Antwort zurück:
""Ja - aber nicht mit Dir""";0;2;13.01.1996 00:00;1;7;d
138;213;Psychiater;Minderwertigkeitskomplexe;;;"Herr Marquard war zum drittenmal zur Behandlung beim Psychiater, als er zu ihm sagte:
""So, Doktorchen, Sie altes Arschloch, jetzt sind meine Minderwertigkeitskomplexe verschwunden!""";0;1;14.01.1996 00:00;1;7;d
141;213;Telefonnummer;Stethoskop;;;"""Und jetzt wiederholen Sie mehrmals Ihre Telefonnummer"", sagte der Arzt, als er die sehr attraktive Patientin mit dem Stethoskop abhörte.";0;2;16.01.1996 00:00;1;7;d
142;336;Chirurg;plastische Operation;Rechnung;;"Der Chirurg macht bei einer Dame eine plastische Operation. Er verpaßt ihr ein  neues Profil, eine schmale Nase, beseitigt sämtliche Falten, läßt das Doppelkinn verschwinden und der Mund bekommt eine zarte Linie.
Als fast alles fertig ist, fragt die Dame: ""Herr Doktor, könnten Sie mir auch große, ausdrucksvolle Augen machen?""
""Aber natürlich, gnädige Frau, einen Moment"", sagt der Chirurg und ordnet seiner Sekretärin an: ""Schreiben Sie der gnädigen Frau bitte die Rechnung!"".";0;7;16.01.1996 00:00;1;7;d
143;213;Apotheke;Rattengift;;;"Ein Mann kommt in die Apotheke:
""Haben Sie Rattengift?""
""Aber sicher....für wieviel Personen?""";0;3;17.01.1996 00:00;1;7;d
144;175;Arzt;Kiefer;Jahr;;"Beim Arzt läutet das Telefon. Er hebt den Hörer ab, und eine leise Stimme sagt: ""Herr Doktor, meine Frau hat sich den Kiefer ausgerenkt, und deswegen möchte ich Sie bitten, vorbeizukommen, wenn Sie im Laufe des nächsten Jahres in der Gegend sein sollten...""";0;3;17.01.1996 00:00;1;7;d
145;358;Sekretärin;Hautarzt;Gonorrhö;;"Eine Sekretärin läßt sich beim Arzt für Haut- und Geschlechtskrankeiten untersuchen.
""Ja"", meint der Arzt, ""das ist ohne Zweifel eine Gonorrhö.""
""Ich glaube, Herr Doktor, das kommt bestimmt davon, daß ich mich bei dem Streß heftig am Schreibtisch gestoßen habe.""
""Nun ja, am Schreibtisch wohl weniger, es wird wohl ein Sekretär gewesen sein.""";0;4;19.01.1996 00:00;1;7;d
146;213;Schlaf;später aufwachen;;;"""Sagen Sie mir, Herr Doktor, wenn ich aus dem Schlaf erwache, dann dreht sich mir eine halbe Stunde lang der Kopf. Was soll ich machen?""
""Wachen Sie am besten immer erst eine halbe Stunde später auf!""";0;4;19.01.1996 00:00;1;7;d
147;260;Psychiater;Mädchen;erinnern;;"""Herr Doktor, mit mir ist etwas nicht in Ordnung!"" beschwert sich der zweiundneunzigjährige Herr Grünlich beim Psychiater. ""Ich laufe dauernd hinter jungen Mädchen her!""
""Aber das ist doch ganz natürlich, Herr Grünlich!"" beruhigt ihn der Arzt.
""Nun ja - aber ich kann mich nicht erinnern, weswegen!"".";0;3;21.01.1996 00:00;1;7;d
148;161;Tinktur;Augen;Magen;;"""Und von dieser Tinktur nehmen Sie jeden Morgen drei Tropfen in die Augen!""
""Auf nüchternen Magen, Herr Doktor?""";0;3;21.01.1996 00:00;1;7;d
137;371;schöne Frau;Sprechstunde;scheiden;;"Eine sehr junge und schöne Frau kommt in die Sprechstunde und klagt:
""Herr Doktor, ich bin dauernd nervös, gereizt und leide ans Schlaflosigkeit.""
Der Arzt untersucht sie gründlich und meint mit einem Lächeln:
""Das ist nichts Ernstes, gnädige Frau. Sie müssen so schnell wie möglich heiraten!""
""Aber Herr Doktor, ich bin doch verheiratet!""
""Dann lassen Sie sich scheiden!"".";0;3;14.01.1996 00:00;1;7;d
3;285;professeur;culture;marmelade;étaler;"Un professeur de lycée demande à ses élèves:
 - Quelle est la différence entre la culture er la marmelade ?
Et comme personne ne trouve, il explique:
- Il n´y en a pas. L´une et l´autre, moins on en a, plus on a tendance à l´étaler.";0;2;;3;8;f
7;305;piéton;chauffard;numéro;indicatif départemental;"Un piéton, traversant hors des clous en lisant un gros livre de mathématiques, avait été bousculé par un chauffard qui s´était enfui.
- Monsieur le professeur, lui demande un agent quile connaissait, avez-vous eu au moins le temps de noter le numéro de ce sauvage ?
- Pas exactement mais j´ai remarqué que la racine carrée de l´indicatif départemental était égale à la moitié des deux premiers chiffres, multipliée par le quart des deux suivants, préalablement inversés.";0;1;01.03.1994 00:00;3;8;f
10;161;ignorance;apercevoir;;;L´ignorance, dit un professeur à ses grands élèves, ce n´est pas quand vous ne savez pas quelque chose. C´est quand vous ne savez pas quelque chose- et que quelqu´un s´en apercoit.;0;5;01.03.1994 00:00;3;8;f
9;305;thermomètre;instituteur;;;"Quelle est la différence entre un thermomètre et un instituteur ?
Réponse: il n´y en a pas. On tremble quand l´un et l´autre marquent zéro.";0;1;01.03.1994 00:00;3;8;f
8;353;prof de mathématiques;maillot de bain;cravate = f 850;;"Un professeur de matématiques regarde, sans aménité, le minuscule maillot de bain que vient d´acheter sa femme.
- Si je considère son prix d´achat, lui dit-il, que je le divise par sa surface, puis que je multiplie le résultat obtenu par la surface, également exprimée en centimètres carrés, de ma cravate, je trouve que celle-ci devrait valoir environ 850 F.";0;1;01.03.1994 00:00;3;8;f
6;304;professeur;tête;estomac;remplir;- Quel dommage, soupire un professeur de lycée, que notre tête ne fonctionne pas comme notre estomac. Imaginez-vous ce qu´on serait instruit si une tête vide réagissait comme un estomac vide, en ne laissant pas de repos à son propriétaire jusqu´à ce qu´il la remplisse ?;0;4;01.03.1994 00:00;3;8;f
4;212;instituteur;inspecteur;question;lever la main;- Demain, annonce l´instituteur à ses élèves, nous aurons la visite de l´inspecteur. Il faut qu´on lui fasse bonne impression. Alors, voilà ce que  nous allons convenir. Quand je poserai une question, tout le monde sa exception lévera la main pour répondre. Mais pour que je ne fasse pas de gaffe, adoptons un code très simple. Ceux qui savent léveront la main droite et ceux qui ne savent pas, la main gauche.;0;2;;3;8;f
2;330;professeur;étude(livre);beau gracon;proviseur;"Un éminent professeur avait connu deux grandes joies le même jour: la sortie en librairie de son étude de cinq cents pages sur L ´ emploi de la virgule chez victor Hugo et la venue au monde d´un beau garcon.
 Evidemment, les deux éléments se mêlaient un peu dans sa tête. C´est pourquoi, quand le proviseur du lycée le félicita pour la naissance de son fils, le professeur répondit:
- Oh! ca n´a pas été sans mal et je n´ y serais sans doute jamais parvenu sans l´aide de deux de mes meilleurs étudiants.";0;1;;3;8;f
1;5;professeur;fautes d´orthographe;carte;;"Un professeur entre au restaurant et commande:
- Vous me donnerez des fautes d´orthographe.
- Mais, monsieur, dit le garcon, nous ne servons pas cela.
- Alors, s´étonne le client, pourquoi en mettez-vous sur la carte ?";0;3;;3;8;f
5;329;vieil instituteur;élève;silence;écouter;"Un vieil instituteur de campagne confie son secret à son remplacant:
- Chaque année, dans votre classe, vous remarquerez un élève qui ne cessera pas de vous asticoter pour vous contredire. votre premier mouvement sera, tout naturellement, de lui imposer le silence. En ce cas, je vous conjure, réfléchissez bien. Plus tard, vous risquez de vous apercevoir que cet élève, qui était le seul à discuter, était aussi le seul qui vous écoutait avec attention.";0;2;01.03.1994 00:00;3;8;f
186;286;doctor;tightly corked;;;"Doctor to patient: ""You are a great deal better this morning, I see. You evidently followed my instructions and that prescription must have worked wonders. But you haven´t taken any of the medecine!""
Patient: ""No. You see, it says on the label -keep the bottle tightly corked.""";0;2;09.05.1996 00:00;4;9;e
176;353;girl;untidiness;;;"A little girl had been reprimanded by her school teacher for untidiness in her hair and dress. But she had spirit. 
""My mummy says, it´s not what I look like that matters. It´s what I are!"" she replied.";0;1;27.04.1996 00:00;4;9;e
193;263;peasant;hospital;bath;;"From a Swedish newspaper comes the story of a peasant who had to go into hospital for an operation. As soon as he arrived he was given a good bath. As he left the bathroom he remarked to the attendant. ""Well, it wasn´t as bad as I expected. I´ve been dreading that operation for years.""";0;2;12.05.1996 00:00;4;9;e
192;330;beach;search;false teeth;;"The family had been spending the day at the seaside. It was time to go home when the wife noticed her husband anxiously searching the beach. ""What are you looking for?"" she called out, to which he replied:
""A piece of toffee.""
""We can´t waste time doing that"" she retorted.
""We shall have to, my false teeth are stuck to it."" he said.";0;2;12.05.1996 00:00;4;9;e
191;358;engineers;meter;;;"A story that electricity service engineers tell is about the woman who complained that when every piece of electrical apparatus in her house was switched off, the disc on her meter continued to go slowly round.
""I´m being charged for what I´m not using"" she said. She took the engineer to the cupboard containing the meter, switched on the light, and said: ""Look, it´s still going round!""";0;1;11.05.1996 00:00;4;9;e
190;358;exaggeration;;;;"Father to small boy: ""How many millions of times have I told you not to exaggerate?""";0;1;11.05.1996 00:00;4;9;e
189;379;elderly couple;cottage;WC;bucket;"An elderly couple who had retired from business were being shown over a country cottage by the local agent. Everything seemed to be just right, pleasant rooms, nicely decorated, well attended garden and the price seemed reasonable. They had decided that it would suit them very well when the old lady whispered something to her husband who then asked the agent: ""Where is the W.C. situated? We didn´t notice one in the house.""
""Oh, that is the only drawback. It is in the garden but it is very exclusive."" And so it was, being surrounded by a neat privet hedge with a little entrance gate, but it was of the bucket type. After inspecting it, the old lady again whispered to her husband, whereupon he said to the agent: ""My wife points out that there is no lock on the door."" 
Then the agent drew himself up in all his dignity and said: ""The man who owned this cottage lived in it for thirty years and his father before him for at least the same time, and during all that time, to the best of my knowledge and belief, no one has ever stolen the bucket.""";0;1;11.05.1996 00:00;4;9;e
188;229;dog;saying;;;"A man was calling upon another who had rather a ferocious looking dog which barked loudly at him as he walked up the path. So he said, ""My lord, your dog does bark, I even thought that he was going to bite me.""
Replied the other: ""Oh, he´s all right. You know the saying: a barking dog never bites?""
The first man: ""Yes, I know the saying and you know the saying, but does the dog know it?""";0;3;10.05.1996 00:00;4;9;e
187;353;doctor;mother-in-law;pull through;;"Late one night a doctor received a telephone call from a man who said urgently, ""Dorctor, my mother-in-law is lying at death´s door. Can you come round at once and pull her trough?""";0;1;10.05.1996 00:00;4;9;e
175;353;boy;bad report;;;"A boy, whose father had received a bad school report of his son, asked: ""What do you think the trouble with me is, Dad - heredity or environment?""";0;1;27.04.1996 00:00;4;9;e
167;0;American;cabbage;Englisman;copper;"An American farmer, on a visit to England, was boasting about the wonders of agriculture in his country. ""Why,"" he said, ""in America we grow cabbages so large, that it takes a tractor to drag one out of the ground.""
Said the Englishman, ""Well, we can´t beat that, but we are a great manufacturing country. I remember that once we were building a large copper. On leaving off work at twelve o´clock on a Saturday, one of the workmen dropped his hammer and when he returned on Monday morning, it had just reached the ground.""
""Snakes alive,"" said the American. ""Whatever did you want with a copper that size?"" ""To cook one of your cabbages,"" came the reply.";0;0;18.04.1996 00:00;4;9;e
168;0;bank manager;loan;eye of glass;;"A man went to see his bank manager to ask for a loan. After he had taken particulars, the bank manager said: ""By rights I should refuse your request, but I will give you a sporting chance. Now, one of my eyes is made of glass. If you can tell me which one it is, I will grant you the loan.""
The customer looked at the other intently for a few moments and then said: ""It´s your right eye.""
""That´s correct,"" said the bank manager. ""How did you guess?"" 
The customer replied: ""Well, it appeared to be more sympathetic"".";0;0;24.04.1996 00:00;4;9;e
169;387;two girls;grandmother;Bible;;"Two little girls were discussing their respective families. ""Why does your grandmother read her Bible so much?"" asked one. Replied the other: ""I think she´s cramming for her finals.""";0;1;25.04.1996 00:00;4;9;e
170;353;Old Testament;picture;Adam and Eve;;"A teacher asked her class of small children to make a crayon picture of the Old Testament story which they liked best.
One small boy depicted a man driving an old car. In the back seat were two passengers, both scantily dressed.
""It is a nice picture,"" said the teacher, ""but what story does it tell?""
The young artist seemed surprised at the question. "" Well!"" he exclaimed, ""doesn´t it say in the Bible that God drove Adam and Eve out of the Garden of Eden?"".";0;1;25.06.1997 00:00;4;9;e
171;371;business man;bathe;bowler hat;;"It was a lovely warm evening and a business man who had just come from the City thought that he would take a quiet dip in the sea. There appeared to be no one about so he undressed quickly and slipped into the water. After a very enjoyable bathe he came out and to his horror found that, with the exception of his bowler hat, his clothes had been stolen.
Well, there was no help for it, so holding his bowler in front, he walked quickly up the beach hoping to find someone who knew him. Suddenly there appeared two ladies whom he knew slightly and to whom he merely bowed. One of the ladies who was elderly and short-sighted asked, ""Who was that who paseed us so hurriedly?"" 
""Oh, that was Mr. Jones,"" came the reply from the other lady.
""Well, he was no gentleman or he would have raised his hat"" said the first.
""Well, I think that he was, because he didn´t"" came the reply.";0;1;26.04.1996 00:00;4;9;e
172;370;concrete path;children;;;"A man was laying a new concrete path. No sooner was his back turned than a crowd of children came running by, leaving footmarks all over the hardening surface. A neighbour, who heard him swearing, reproached him:
"" I thought you liked children, George""
""I do like them. In the abstract, but not in the concrete"" he replied.";0;2;27.04.1996 00:00;4;9;e
178;305;little boy;fight;;;"Mother: ""Where did you get that black eye, Jimmy? Didn´t I tell you that good little boys never fight?""
Jimmy: ""Yes, Mother, and I believed you. I thought he was a good little boy and hit him, and then I found out he wasn´t.""";0;2;27.04.1996 00:00;4;9;e
174;0; went and gone;write 50 times;;;"A little girl did not seem to be able to distinguish between the words ""went"" and ""gone"", and was continually saying ""I have went"". So one day her schoolmistress said that she must stay behind after school and write out ""I have gone"" fifty times. The little girl did so and left a note for the mistress stating, ""I have written- I have gone- fifty times and have went home.""";0;0;27.04.1996 00:00;4;9;e
185;0;Definitions;gentleman;optimist;pessimist;"Definitions
A Gentleman
One who holds the door open while his wife carries in the parcels from the car
An Optimist
A person who buys something from a Jew and expects to sell it to a Scotsman at a profit.
A Pessimist
One who has lived with an optimist
A Pedestrian
A man who has found a place to park his car.
Question: When does the pedestrian have the right of way?
After he´s placed in the ambulance.";0;0;09.05.1996 00:00;4;9;e
177;358;cold;whisky;Daddy´s scent;;"A mother, fearing that she might have caught a cold, took a little whisky and hot water as a precaution. As she tucked up her little daughter in bed shortly afterwards, a look of reproach came over the little one´s face. 
""Oh, Mummy, you´ve been using Daddy´s scent"" she said.";0;1;27.04.1996 00:00;4;9;e
179;213;seven children;bus conductor;picnic;;"A women got on a bus with seven children. The conductor asked: ""Are these all yours, lady, or is it a picnic?""
""They´re all mine. And it´s no picnic."" came the reply.";0;1;27.04.1996 00:00;4;9;e
180;0;father and son;questions;;;"Father to son: ""Please don´t pester me with so many questions. I´ve answered you about a hundred times today already. What do you think would have happened if I had asked my father so many questions?""
""Well, Dad. Perhaps you might have learnt how to answer some of mine"" replied the boy.";0;0;27.04.1996 00:00;4;9;e
181;397;embassy;Chinaman;Likee Speechee;;"At an embassy luncheon a yound Englishman found himself seated next to a Chinaman. Wishing to be friendly, after soup had been served, he turned to the Chinaman and said ""Likee Soupee?"". 
The Chinaman merely smiled and the Englishman thought, ""Poor chap, probably doesn´t understand English."" 
At the conclusion of the meal, there were some speeches and to the Englishman´s horror the Chinaman rose to respond to the toast of ""The Visitors"" and in a discourse full of wit and epigram he made an excellent speech in perfect English.
As he sat down to applause, he turned to the Englishman and said, ""Likee Speechee?"".";0;1;07.05.1996 00:00;4;9;e
182;371;cinema;Picasso´s daughter;;;"In a cinema a forward young man put his hand on a girl´s leg and she slapped it away; then he put it on her knee and she did not appear to mind so much this time, so he got bolder and moved his hand up her thigh and again she slapped it away, with the remark, 
""You are wasting your time; I am Picasso´s daughter and what your are after is under my arm!""";0;1;07.05.1996 00:00;4;9;e
183;161;office;computer;think;;"""Have you had a busy day at the office?"" a young woman asked her husband when he arrived home a little late.
""Terrible. The computer broke down in the middle of the afternoon and we all had to think.""";0;1;08.05.1996 00:00;4;9;e
184;371;deaf and dumb;dance;;;"He was a stranger in the neighbourhood and had been brought to a dance at the deaf and dumb hospital by his friend, the doctor.
""How on earth can I ask a deaf and dumb girl to dance? he asked anxiously.
""Just smile at her and bow"", said the doctor.
So the young man picked out a pretty girl, smiled and bowed and away they went dancing. They danced four dances then another young man came up. 
""I say, darling, when are we going to have another dance? It´s almost an hour since you danced with me."" he said. 
The  girl answered:
""I know dear, but I don´t know ho to get away from this deaf and dumb chap"".";0;1;08.05.1996 00:00;4;9;e
173;301;workmanship;testing;;;"We hear a lot about bad workmanship in building these days but the following story wants some swallowing. A workman called out from a room in one of the houses being built to a fellow workman in an adjoining house:
""Testing, Bill. Can you hear me?""
""Hear you, I can see you in three places"" replied the other";0;1;27.04.1996 00:00;4;9;e
